date,kalman_beta,ols_beta,beta_diff
2024-09-19,0.9251376054890963,0.2881010624951382,0.6370365429939581
2024-09-20,0.9150436154644244,0.29112773941434045,0.6239158760500839
2024-09-23,0.9136990942457077,0.2937514879293368,0.6199476063163709
2024-09-24,0.9112772268086273,0.2963325799491685,0.6149446468594588
2024-09-25,0.9381052700670933,0.29721665062658686,0.6408886194405065
2024-09-26,0.9246013972526302,0.29673096029855645,0.6278704369540737
2024-09-27,0.9443765842682279,0.2941256890106584,0.6502508952575695
2024-09-30,0.9883715587554593,0.2970403021120087,0.6913312566434506
2024-10-08,0.9157237075330417,0.29983930256808394,0.6158844049649577
2024-10-09,0.9318939387217381,0.3062701181447452,0.6256238205769928
2024-10-10,0.9340719412070979,0.30897552841958215,0.6250964127875158
2024-10-11,0.9319715947843119,0.308482793920127,0.6234888008641849
2024-10-14,0.916711598588036,0.3067558115239521,0.6099557870640839
2024-10-15,0.9275252636231751,0.3026211032685654,0.6249041603546097
2024-10-16,0.9080459303102209,0.2924983817902945,0.6155475485199263
2024-10-17,0.8990042757191176,0.2821210738897123,0.6168832018294053
2024-10-18,0.9019560355355742,0.27286088404445363,0.6290951514911206
2024-10-21,0.8857852606803316,0.26134266726412964,0.6244425934162019
2024-10-22,0.885352821905916,0.2544146786865471,0.6309381432193689
2024-10-23,0.8946721698661485,0.2513494646618079,0.6433227052043407
2024-10-24,0.8924070303864199,0.2516572575900118,0.6407497727964081
2024-10-25,0.9350283096108539,0.2706949908585862,0.6643333187522678
2024-10-28,0.943178562320777,0.3170225177564194,0.6261560445643577
2024-10-29,0.9360539005074274,0.3535036941126955,0.5825502063947319
2024-10-30,0.9363259677424671,0.3837175437240918,0.5526084240183753
2024-10-31,0.9510666153226639,0.41005051170165235,0.5410161036210115
2024-11-01,0.9446111385548931,0.4333427720507903,0.5112683665041028
2024-11-04,0.9584884861383384,0.453303044843045,0.5051854412952934
2024-11-05,0.9532111020423947,0.47722708858828666,0.475984013454108
2024-11-06,0.952066560983913,0.5046545452831457,0.4474120157007673
2024-11-07,0.9736105473848675,0.5266046861187805,0.447005861266087
2024-11-08,0.9615000756431836,0.539457665286995,0.4220424103561886
2024-11-11,0.9346028821308409,0.5414602959184812,0.39314258621235965
2024-11-12,0.9407121281565334,0.555372620896512,0.3853395072600214
2024-11-13,0.9572155005559579,0.5685153207740955,0.38870017978186244
2024-11-14,0.9410250060609353,0.6063789446574497,0.33464606140348563
2024-11-15,0.9381793303118571,0.6496315632364271,0.28854776707542995
2024-11-18,0.9356696199504638,0.6705908662381124,0.26507875371235146
2024-11-19,0.9349972146043931,0.7006279408233678,0.23436927378102534
2024-11-20,0.9540574547908973,0.7041453081587279,0.24991214663216943
2024-11-21,0.9569370886792794,0.7047604601683768,0.2521766285109026
2024-11-22,0.9698924268793699,0.7088548500452914,0.2610375768340786
2024-11-25,0.9693408584563068,0.7028768879377361,0.26646397051857074
2024-11-26,0.9765600379913963,0.690013947996631,0.2865460899947654
2024-11-27,0.9819657960564078,0.6801432155202475,0.3018225805361603
2024-11-28,0.9863837714496918,0.6698008199096197,0.3165829515400721
2024-11-29,0.9715604825507806,0.6706315350585326,0.3009289474922481
2024-12-02,0.9766899871810895,0.6713202923919753,0.30536969478911413
2024-12-03,0.9524509769985781,0.6800660243345854,0.27238495266399265
2024-12-04,0.9451772117833671,0.6791724343025237,0.2660047774808434
2024-12-05,0.9461280338693016,0.6741367616485927,0.27199127222070885
2024-12-06,0.963324227100263,0.6597087065126269,0.3036155205876361
2024-12-09,0.9394158452139688,0.642511013355496,0.29690483185847283
2024-12-10,0.9428036363690034,0.6210888513644068,0.3217147850045966
2024-12-11,0.9519060833883887,0.5974231104929759,0.35448297289541275
2024-12-12,0.9454283737004635,0.5720521608108625,0.373376212889601
2024-12-13,0.9359445071196386,0.553425419558313,0.3825190875613256
2024-12-16,0.9386265903618535,0.5422744322458414,0.3963521581160121
2024-12-17,0.9358134533476146,0.5413538909043989,0.39445956244321567
